"Front","Back","Tag","ID"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 1</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Com contribueixen tècnicament els EPI a controlar el risc?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> Disminuint algun dels components factorials del risc.</div><div style=""padding: 5px 0;""><b>B)</b> Transformant tots els riscos en incidents sense conseqüències.</div><div style=""padding: 5px 0;""><b>C)</b> Eliminant la necessitat d’avaluar la probabilitat.</div><div style=""padding: 5px 0;""><b>D)</b> Substituint la planificació i les mesures de protecció col·lectiva.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: A</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">A) Disminuint algun dels components factorials del risc.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> L’EPI pot reduir l’exposició o la gravetat del dany, però no elimina l’obligació d’actuar sobre l’origen del risc.</div></div>","T05_-_Prevencio_de_riscos_laborals","17825"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 2</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Quin principi general vincula la Llei 31/1995 amb la reducció dels riscos laborals?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> L’eliminació o disminució dels riscos derivats del treball.</div><div style=""padding: 5px 0;""><b>B)</b> La compensació econòmica dels danys derivats del treball.</div><div style=""padding: 5px 0;""><b>C)</b> La limitació de la consulta als representants sindicals.</div><div style=""padding: 5px 0;""><b>D)</b> La substitució de la formació per instruccions escrites.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: A</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">A) L’eliminació o disminució dels riscos derivats del treball.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> La prevenció actua abans del dany i prioritza eliminar el risc o reduir-lo fins a nivells controlables.</div></div>","T05_-_Prevencio_de_riscos_laborals","17758"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 3</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Quins dos instruments són essencials per gestionar el pla de prevenció si parlem de riscos laborals?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> La negociació col·lectiva i el règim disciplinari.</div><div style=""padding: 5px 0;""><b>B)</b> L’avaluació de riscos i la planificació de l’activitat preventiva.</div><div style=""padding: 5px 0;""><b>C)</b> La classificació professional i la mobilitat funcional.</div><div style=""padding: 5px 0;""><b>D)</b> La vigilància de la salut i el registre salarial.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: B</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">B) L’avaluació de riscos i la planificació de l’activitat preventiva.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> L’avaluació identifica i valora els riscos; la planificació concreta responsables, recursos, terminis i mesures per controlar-los.</div></div>","T05_-_Prevencio_de_riscos_laborals","17774"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 4</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Quina obligació té l’empresari respecte del cost dels EPI?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> Descomptar-los de les retribucions si són d’ús personal.</div><div style=""padding: 5px 0;""><b>B)</b> Finançar els equips de categoria III i repartir la resta del cost.</div><div style=""padding: 5px 0;""><b>C)</b> Proporcionar-los gratuïtament als treballadors.</div><div style=""padding: 5px 0;""><b>D)</b> Compartir-ne el cost amb el treballador segons la categoria.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: C</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">C) Proporcionar-los gratuïtament als treballadors.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> La protecció laboral no pot comportar una despesa per al treballador que necessita l’equip.</div></div>","T05_-_Prevencio_de_riscos_laborals","17841"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 5</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Com es pot adaptar la participació preventiva dins les administracions públiques?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> Mitjançant la substitució dels delegats per comandaments jeràrquics.</div><div style=""padding: 5px 0;""><b>B)</b> Mitjançant un únic òrgan central sense representació territorial.</div><div style=""padding: 5px 0;""><b>C)</b> Mitjançant àmbits sectorials i descentralitzats segons activitats, efectius i centres.</div><div style=""padding: 5px 0;""><b>D)</b> Mitjançant consultes reservades al personal funcionari de carrera.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: C</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">C) Mitjançant àmbits sectorials i descentralitzats segons activitats, efectius i centres.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> La diversitat organitzativa de les administracions permet estructures de participació adaptades a sectors i centres diferents.</div></div>","T05_-_Prevencio_de_riscos_laborals","17801"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 6</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Què ha de fer el treballador si detecta una situació que comporta un risc?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> Informar immediatament el superior i els responsables preventius.</div><div style=""padding: 5px 0;""><b>B)</b> Comunicar-ho al servei mèdic sense informar els responsables preventius.</div><div style=""padding: 5px 0;""><b>C)</b> Corregir-la pel seu compte encara que no estigui capacitat.</div><div style=""padding: 5px 0;""><b>D)</b> Esperar que el risc produeixi una incidència verificable.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: A</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">A) Informar immediatament el superior i els responsables preventius.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> La comunicació immediata permet activar les mesures correctores sense exposar el treballador a intervencions per a les quals no està preparat.</div></div>","T05_-_Prevencio_de_riscos_laborals","17780"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 7</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Quina garantia tenen els treballadors designats davant una extinció de contractes per causes tecnològiques o econòmiques?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> Conversió obligatòria del contracte en indefinit.</div><div style=""padding: 5px 0;""><b>B)</b> Prioritat de permanència a l’empresa.</div><div style=""padding: 5px 0;""><b>C)</b> Trasllat preferent a qualsevol centre de treball.</div><div style=""padding: 5px 0;""><b>D)</b> Reserva automàtica del lloc durant cinc anys.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: B</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">B) Prioritat de permanència a l’empresa.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> La prioritat de permanència protegeix l’exercici independent de les funcions preventives davant decisions extintives col·lectives.</div></div>","T05_-_Prevencio_de_riscos_laborals","17786"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 8</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">A partir de quants treballadors s’ha de constituir el comitè de seguretat i salut?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> A partir de sis treballadors.</div><div style=""padding: 5px 0;""><b>B)</b> A partir de trenta treballadors.</div><div style=""padding: 5px 0;""><b>C)</b> A partir de cent treballadors.</div><div style=""padding: 5px 0;""><b>D)</b> A partir de cinquanta treballadors.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: D</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">D) A partir de cinquanta treballadors.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> El comitè és l’òrgan paritari de consulta regular en empreses o centres que arriben als cinquanta treballadors.</div></div>","T05_-_Prevencio_de_riscos_laborals","17805"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 9</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Amb quina periodicitat ordinària es reuneix el comitè de seguretat i salut en l'àmbit de riscos laborals?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> Trimestralment.</div><div style=""padding: 5px 0;""><b>B)</b> Anualment.</div><div style=""padding: 5px 0;""><b>C)</b> Mensualment.</div><div style=""padding: 5px 0;""><b>D)</b> Semestralment.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: A</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">A) Trimestralment.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> A més de les reunions trimestrals, el comitè es pot reunir quan ho sol·licita alguna de les parts.</div></div>","T05_-_Prevencio_de_riscos_laborals","17807"
"<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-size: 11px; color: #888; margin-bottom: 6px;"">[T05 - Prevenció de riscos laborals] Pregunta 10</div><div style=""font-weight: bold; font-size: 16px; margin-bottom: 14px; line-height: 1.4;"">Qui pot actuar com a recurs preventiu?</div><div style=""font-size: 14px; line-height: 1.6;""><div style=""padding: 5px 0;""><b>A)</b> Un treballador designat o un membre del servei de prevenció propi o aliè.</div><div style=""padding: 5px 0;""><b>B)</b> Un treballador eventual escollit per sorteig.</div><div style=""padding: 5px 0;""><b>C)</b> Un delegat sindical sense formació preventiva.</div><div style=""padding: 5px 0;""><b>D)</b> Un representant comercial del fabricant dels equips.</div></div></div>","<div style=""text-align: left; font-family: -apple-system, sans-serif;""><div style=""font-weight: bold; font-size: 16px; color: #10b981; margin-bottom: 8px;"">✓ Resposta Correcta: A</div><div style=""font-size: 14px; margin-bottom: 12px; padding: 10px; background: rgba(16,185,129,0.1); border-radius: 6px; border-left: 4px solid #10b981;"">A) Un treballador designat o un membre del servei de prevenció propi o aliè.</div><hr style=""border: 0; border-top: 1px solid #ddd; margin: 12px 0;""><div style=""font-size: 13px; color: #444; line-height: 1.4;""><b style=""color: #111;"">Explicació:</b> La condició de recurs preventiu exigeix vinculació amb l’organització preventiva i capacitat per vigilar les activitats.</div></div>","T05_-_Prevencio_de_riscos_laborals","17790"
